Provincias,Año,Mes,Turistas_totales,Turistas_pasados,lag_estacional,lag_1,lag_2,lag_3,lag_4,log_ratio,log_lag_1,log_lag_2,log_lag_3,log_lag_4,log_lag_estacional,media_lag_2,media_lag_3,tendencia_corta
Albacete,2022,6,3350.0,2407.0,1781.0,2407.0,1904.0,1781.0,1325.0,0.3305791870360393,7.786551806428712,7.552237287560802,7.485491608030754,7.189922170745808,7.485491608030754,7.669394546994757,7.608093567340089,0.23431451886790988
Albacete,2022,7,3624.0,3350.0,1904.0,3350.0,2407.0,1904.0,1781.0,0.07861804234375924,8.11701408773731,7.786551806428712,7.552237287560802,7.485491608030754,7.552237287560802,7.951782947083011,7.818601060575607,0.33046228130859845
Albacete,2022,8,4218.0,3624.0,2407.0,3624.0,3350.0,2407.0,1904.0,0.15178269387584997,8.195609567288775,8.11701408773731,7.786551806428712,7.552237287560802,7.786551806428712,8.156311827513044,8.0330584871516,0.07859547955146517
Albacete,2023,6,3688.0,4218.0,3350.0,4218.0,3624.0,3350.0,2407.0,-0.13427677636223656,8.347353412124338,8.195609567288775,8.11701408773731,7.786551806428712,8.11701408773731,8.271481489706556,8.219992355716807,0.15174384483556302
Albacete,2023,7,3908.0,3688.0,3624.0,3688.0,4218.0,3624.0,3350.0,0.057941428486190105,8.213110697596676,8.347353412124338,8.195609567288775,8.11701408773731,8.195609567288775,8.280232054860507,8.252024559003262,-0.13424271452766234
Albacete,2023,8,4117.0,3908.0,4218.0,3908.0,3688.0,4218.0,3624.0,0.0520990086072306,8.271036865792954,8.213110697596676,8.347353412124338,8.195609567288775,8.347353412124338,8.242073781694815,8.277166991837989,0.05792616819627838
Albacete,2024,6,3916.0,4117.0,3688.0,4117.0,3908.0,3688.0,4218.0,-0.050054018119503496,8.323122887587735,8.271036865792954,8.213110697596676,8.347353412124338,8.213110697596676,8.297079876690344,8.269090150325788,0.05208602179478028
Albacete,2024,7,3825.0,3916.0,3908.0,3916.0,4117.0,3908.0,3688.0,-0.023512257389764812,8.27308133366583,8.323122887587735,8.271036865792954,8.213110697596676,8.271036865792954,8.298102110626782,8.28908036234884,-0.050041553921904125
Albacete,2024,8,4375.0,3825.0,4117.0,3825.0,3916.0,4117.0,3908.0,0.13434805253107918,8.249575150000199,8.27308133366583,8.323122887587735,8.271036865792954,8.323122887587735,8.261328241833015,8.281926457084587,-0.023506183665631397
Alicante/Alacant,2018,6,203655.0,215630.0,199578.0,215630.0,226359.0,199578.0,185935.0,-0.057136590202219395,12.28132389246758,12.32988193125646,12.203965426903654,12.133157807462656,12.203965426903654,12.305602911862021,12.271723750209233,-0.04855803878888132
Alicante/Alacant,2018,7,209909.0,203655.0,226359.0,203655.0,215630.0,226359.0,199578.0,0.030246717747759888,12.224187574955344,12.28132389246758,12.32988193125646,12.203965426903654,12.32988193125646,12.252755733711462,12.278464466226461,-0.057136317512235024
Alicante/Alacant,2018,8,204241.0,209909.0,215630.0,209909.0,203655.0,215630.0,226359.0,-0.027373434346323222,12.254434146408052,12.224187574955344,12.28132389246758,12.32988193125646,12.28132389246758,12.239310860681698,12.253315204610326,0.03024657145270737
Alicante/Alacant,2019,6,197779.0,204241.0,203655.0,204241.0,209909.0,203655.0,215630.0,-0.0321504234156933,12.227060844268516,12.254434146408052,12.224187574955344,12.28132389246758,12.224187574955344,12.240747495338283,12.235227521877304,-0.027373302139535483
Alicante/Alacant,2019,7,208572.0,197779.0,209909.0,197779.0,204241.0,209909.0,203655.0,0.053134059663245026,12.194910580823981,12.227060844268516,12.254434146408052,12.224187574955344,12.254434146408052,12.210985712546249,12.225468523833518,-0.0321502634445352
Alicante/Alacant,2019,8,205907.0,208572.0,204241.0,208572.0,197779.0,204241.0,209909.0,-0.012859694827522361,12.248044378847398,12.194910580823981,12.227060844268516,12.254434146408052,12.227060844268516,12.22147747983569,12.2233386013133,0.053133798023417
Alicante/Alacant,2022,6,195961.0,127562.0,49979.0,127562.0,85451.0,49979.0,55719.0,0.4293131389244653,11.75636563919175,11.355710093770124,10.819378204388943,10.928094427893742,10.819378204388943,11.556037866480938,11.310484645783609,0.4006555454216265
Alicante/Alacant,2022,7,217146.0,195961.0,85451.0,195961.0,127562.0,85451.0,49979.0,0.1026542785248612,12.185676041864951,11.75636563919175,11.355710093770124,10.819378204388943,11.355710093770124,11.97102084052835,11.765917258275607,0.42931040267320064
Alicante/Alacant,2022,8,219568.0,217146.0,127562.0,217146.0,195961.0,127562.0,85451.0,0.011092041162800825,12.288329822532514,12.185676041864951,11.75636563919175,11.355710093770124,11.75636563919175,12.237002932198733,12.076790501196406,0.1026537806675627
Alicante/Alacant,2023,6,220241.0,219568.0,195961.0,219568.0,217146.0,195961.0,127562.0,0.0030604217980378934,12.29942181289677,12.288329822532514,12.185676041864951,11.75636563919175,12.185676041864951,12.293875817714643,12.257809225764746,0.011091990364255011
Alicante/Alacant,2023,7,237854.0,220241.0,217146.0,220241.0,219568.0,217146.0,195961.0,0.07693463873340711,12.302482220777799,12.29942181289677,12.288329822532514,12.185676041864951,12.288329822532514,12.300952016837284,12.296744618735694,0.003060407881029903
Alicante/Alacant,2023,8,237819.0,237854.0,219568.0,237854.0,220241.0,219568.0,217146.0,-0.00014715991894931335,12.379416523291777,12.302482220777799,12.29942181289677,12.288329822532514,12.29942181289677,12.340949372034789,12.327106852322116,0.07693430251397793
Alicante/Alacant,2024,6,236519.0,237819.0,220241.0,237819.0,237854.0,220241.0,219568.0,-0.005481337168346201,12.37926936399157,12.379416523291777,12.302482220777799,12.29942181289677,12.302482220777799,12.379342943641674,12.35372270268705,-0.0001471593002069227
Alicante/Alacant,2024,7,252627.0,236519.0,237854.0,236519.0,237819.0,237854.0,220241.0,0.06588554959385462,12.373788049934767,12.37926936399157,12.379416523291777,12.302482220777799,12.379416523291777,12.376528706963168,12.377491312406036,-0.005481314056803299
Alicante/Alacant,2024,8,263329.0,252627.0,237819.0,252627.0,236519.0,237819.0,237854.0,0.041490108396077474,12.439673329944664,12.373788049934767,12.37926936399157,12.379416523291777,12.37926936399157,12.406730689939716,12.397576914623668,0.06588528000989768
Almería,2018,6,44055.0,51294.0,42857.0,51294.0,50804.0,42857.0,46067.0,-0.1521349329534587,10.845348560521813,10.835750053919982,10.665647604383027,10.737873844788798,10.665647604383027,10.840549307220897,10.782248739608272,0.009598506601831147
Almería,2018,7,49047.0,44055.0,50804.0,44055.0,51294.0,50804.0,42857.0,0.10734016874269159,10.693216830942317,10.845348560521813,10.835750053919982,10.665647604383027,10.835750053919982,10.769282695732066,10.791438481794705,-0.15213172957949617
Almería,2018,8,57449.0,49047.0,51294.0,49047.0,44055.0,51294.0,50804.0,0.15811857564150422,10.800554689442524,10.693216830942317,10.845348560521813,10.835750053919982,10.845348560521813,10.74688576019242,10.779706693635552,0.10733785850020716
Almería,2019,6,43429.0,57449.0,44055.0,57449.0,49047.0,44055.0,51294.0,-0.2797701769796195,10.958670283276902,10.800554689442524,10.693216830942317,10.845348560521813,10.693216830942317,10.879612486359713,10.81748060122058,0.15811559383437768
Almería,2019,7,50716.0,43429.0,49047.0,43429.0,57449.0,49047.0,44055.0,0.15511402194243296,10.678905725528868,10.958670283276902,10.800554689442524,10.693216830942317,10.800554689442524,10.818788004402885,10.812710232749431,-0.27976455774803455
Almería,2019,8,51605.0,50716.0,57449.0,50716.0,43429.0,57449.0,49047.0,0.017377124352194073,10.834016439096796,10.678905725528868,10.958670283276902,10.800554689442524,10.958670283276902,10.756461082312832,10.823864149300855,0.15511071356792883
Almería,2022,6,32084.0,20009.0,10941.0,20009.0,16631.0,10941.0,10512.0,0.4721752911703234,9.903987427577778,9.71908382953785,9.300363874623772,9.26036786557583,9.300363874623772,9.811535628557813,9.641145043913133,0.18490359803992895
Almería,2022,7,39566.0,32084.0,16631.0,32084.0,20009.0,16631.0,10941.0,0.20961270010122135,10.376143910184616,9.903987427577778,9.71908382953785,9.300363874623772,9.71908382953785,10.140065668881197,9.99973838910008,0.47215648260683807
Almería,2022,8,41392.0,39566.0,20009.0,39566.0,32084.0,20009.0,16631.0,0.045117461837772765,10.585750716493994,10.376143910184616,9.903987427577778,9.71908382953785,9.903987427577778,10.480947313339305,10.288627351418796,0.20960680630937745
Almería,2023,6,32878.0,41392.0,32084.0,41392.0,39566.0,32084.0,20009.0,-0.23028388435635527,10.630867063391808,10.585750716493994,10.376143910184616,9.903987427577778,10.376143910184616,10.6083088899429,10.530920563356807,0.04511634689781374
Almería,2023,7,42142.0,32878.0,39566.0,32878.0,41392.0,39566.0,32084.0,0.24824112700729728,10.400589435082308,10.630867063391808,10.585750716493994,10.376143910184616,10.585750716493994,10.515728249237057,10.539069071656035,-0.2302776283094996
Almería,2023,8,42708.0,42142.0,41392.0,42142.0,32878.0,41392.0,39566.0,0.013341388221441264,10.648823876091406,10.400589435082308,10.630867063391808,10.585750716493994,10.630867063391808,10.524706655586858,10.560093458188508,0.24823444100909775
Almería,2024,6,36583.0,42708.0,32878.0,42708.0,42142.0,32878.0,41392.0,-0.154802604687708,10.662164949840967,10.648823876091406,10.400589435082308,10.630867063391808,10.400589435082308,10.655494412966187,10.570526087004893,0.013341073749561616
Almería,2024,7,45070.0,36583.0,42142.0,36583.0,42708.0,42142.0,32878.0,0.20863318507420914,10.507366265337891,10.662164949840967,10.648823876091406,10.400589435082308,10.648823876091406,10.584765607589429,10.606118363756755,-0.154798684503076
Almería,2024,8,46521.0,45070.0,42708.0,45070.0,36583.0,42708.0,42142.0,0.031686986847564214,10.71599430314656,10.507366265337891,10.662164949840967,10.648823876091406,10.662164949840967,10.611680284242226,10.628508506108473,0.20862803780866912
Araba/Álava,2018,6,12275.0,20284.0,11423.0,20284.0,19504.0,11423.0,20561.0,-0.5022677242521887,9.917636975640548,9.878426121940757,9.343471684579365,9.931199991102664,9.343471684579365,9.898031548790652,9.713178260720222,0.039210853699790604
Araba/Álava,2018,7,18632.0,12275.0,19504.0,12275.0,20284.0,19504.0,11423.0,0.41731585890145695,9.415401415739627,9.917636975640548,9.878426121940757,9.343471684579365,9.878426121940757,9.666519195690087,9.737154837773645,-0.502235559900921
Araba/Álava,2018,8,21103.0,18632.0,20284.0,18632.0,12275.0,20284.0,19504.0,0.12453467788813555,9.832689481227412,9.415401415739627,9.917636975640548,9.878426121940757,9.917636975640548,9.62404544848352,9.721909290869196,0.4172880654877851
Araba/Álava,2019,6,11800.0,21103.0,12275.0,21103.0,18632.0,12275.0,20284.0,-0.581315678998557,9.957217874957095,9.832689481227412,9.415401415739627,9.917636975640548,9.415401415739627,9.894953678092254,9.735102923974711,0.12452839372968327
Araba/Álava,2019,7,17327.0,11800.0,18632.0,11800.0,21103.0,18632.0,12275.0,0.38416644705709047,9.375939552625749,9.957217874957095,9.832689481227412,9.415401415739627,9.832689481227412,9.666578713791422,9.72194896960342,-0.5812783223313467
Araba/Álava,2019,8,19250.0,17327.0,21103.0,17327.0,11800.0,21103.0,18632.0,0.10524508220508366,9.760078969240771,9.375939552625749,9.957217874957095,9.832689481227412,9.957217874957095,9.568009260933259,9.697745465607872,0.3841394166150227
Araba/Álava,2022,6,13411.0,12265.0,4264.0,12265.0,10619.0,4264.0,6705.0,0.089325588018351,9.414586486185929,9.27049429479593,8.35819745992578,8.810757927026174,8.35819745992578,9.342540390490928,9.014426080302545,0.1440921913899995
Araba/Álava,2022,7,20638.0,13411.0,10619.0,13411.0,12265.0,10619.0,4264.0,0.4310587709647198,9.50390510758612,9.414586486185929,9.27049429479593,8.35819745992578,9.27049429479593,9.459245796886023,9.396328629522658,0.08931862140019042
Araba/Álava,2022,8,20632.0,20638.0,12265.0,20638.0,13411.0,12265.0,10619.0,-0.00029076811447836803,9.934937768809375,9.50390510758612,9.414586486185929,9.27049429479593,9.414586486185929,9.719421438197747,9.617809787527142,0.4310326612232558
Araba/Álava,2023,6,13805.0,20632.0,13411.0,20632.0,20638.0,13411.0,12265.0,-0.401812423196926,9.93464701478523,9.934937768809375,9.50390510758612,9.414586486185929,9.50390510758612,9.934792391797302,9.791163297060242,-0.0002907540241441353
Araba/Álava,2023,7,20627.0,13805.0,20638.0,13805.0,20632.0,20638.0,13411.0,0.401570051834339,9.53285855926342,9.93464701478523,9.934937768809375,9.50390510758612,9.934937768809375,9.733752787024326,9.800814447619343,-0.4017884555218103
Araba/Álava,2023,8,22656.0,20627.0,20632.0,20627.0,13805.0,20632.0,20638.0,0.09382382029485115,9.93440465517085,9.53285855926342,9.93464701478523,9.934937768809375,9.93464701478523,9.733631607217134,9.800636743073166,0.4015460959074293
Araba/Álava,2024,6,14638.0,22656.0,13805.0,22656.0,20627.0,13805.0,20632.0,-0.43680383033227344,10.028224133937455,9.93440465517085,9.53285855926342,9.93464701478523,9.53285855926342,9.981314394554152,9.831829116123908,0.0938194787666049
Araba/Álava,2024,7,21720.0,14638.0,20627.0,14638.0,22656.0,20627.0,13805.0,0.3946126078866996,9.591444479171411,10.028224133937455,9.93440465517085,9.53285855926342,9.93440465517085,9.809834306554432,9.851357756093238,-0.43677965476604363
Araba/Álava,2024,8,22835.0,21720.0,22656.0,21720.0,14638.0,22656.0,20627.0,0.05006095157122736,9.986034813503693,9.591444479171411,10.028224133937455,9.93440465517085,10.028224133937455,9.788739646337552,9.868567808870852,0.39459033433228186
Asturias,2018,6,37141.0,45494.0,37184.0,45494.0,42798.0,37184.0,46141.0,-0.20285896841949658,10.72535770879079,10.664270016810953,10.523660733137401,10.739478877125554,10.523660733137401,10.69481386280087,10.637762819579715,0.061087691979837544
Asturias,2018,7,43970.0,37141.0,42798.0,37141.0,45494.0,42798.0,37184.0,0.16878610248254589,10.522503683752998,10.72535770879079,10.664270016810953,10.523660733137401,10.664270016810953,10.623930696271895,10.637377136451581,-0.2028540250377926
Asturias,2018,8,47865.0,43970.0,45494.0,43970.0,37141.0,45494.0,42798.0,0.08487696520559673,10.69128560469541,10.522503683752998,10.72535770879079,10.664270016810953,10.72535770879079,10.606894644224205,10.646382332413067,0.16878192094241307
Asturias,2019,6,43646.0,47865.0,37141.0,47865.0,43970.0,37141.0,45494.0,-0.09227290834150814,10.77616071925456,10.69128560469541,10.522503683752998,10.72535770879079,10.522503683752998,10.733723161974986,10.663316669234323,0.08487511455914998
Asturias,2019,7,46292.0,43646.0,43970.0,43646.0,47865.0,43970.0,37141.0,0.058857519929023994,10.683889830383498,10.77616071925456,10.69128560469541,10.522503683752998,10.69128560469541,10.73002527481903,10.71711205144449,-0.09227088887106305
